profile	Cruise	Site	DataOwner	Rawfilename	Instrument	CTDrosettefilename	yyyy-mm-dd hh:mm	Latitude 	Longitude	aa	exp	Pixel size	Particle filename	Plankton filename	Project
ps122_4_45_84	sn204_mosaic_primary	ps122_4_45_84	andreas rogge(andreas.rogge@awi.de)	HDR20200704002356	uvp5	ps122_4/confl/raw/ps122_4_45_84.hex	2020-07-04 00:23:56	81.70137	6.99447	0.0049	1.075	0.094	export_detailed_20211011_08_50_PAR_ps122_4_45_84.tsv	export_detailed_20211011_08_50_ZOO_Aggregated.tsv	uvp5_sn204_mosaic_primary_filtered
ps122_4_45_85	sn204_mosaic_primary	ps122_4_45_85	andreas rogge(andreas.rogge@awi.de)	HDR20200704010439	uvp5	ps122_4/confl/raw/ps122_4_45_85.hex	2020-07-04 01:04:39	81.70512	6.98577	0.0049	1.075	0.094	export_detailed_20211011_08_50_PAR_ps122_4_45_85.tsv	export_detailed_20211011_08_50_ZOO_Aggregated.tsv	uvp5_sn204_mosaic_primary_filtered
ps122_4_45_9	sn204_mosaic_primary	ps122_4_45_9	andreas rogge(andreas.rogge@awi.de)	HDR20200630075026	uvp5	ps122_4/confl/raw/ps122_4_45_9.hex	2020-06-30 07:50:26	81.7991	8.98043	0.0049	1.075	0.094	export_detailed_20211011_08_50_PAR_ps122_4_45_9.tsv	export_detailed_20211011_08_50_ZOO_Aggregated.tsv	uvp5_sn204_mosaic_primary_filtered
ps122_4_45_97	sn204_mosaic_primary	ps122_4_45_97	andreas rogge(andreas.rogge@awi.de)	HDR20200704075216	uvp5	ps122_4/confl/raw/ps122_4_45_97.hex	2020-07-04 07:52:16	81.70747	6.8905	0.0049	1.075	0.094	export_detailed_20211011_08_50_PAR_ps122_4_45_97.tsv	export_detailed_20211011_08_50_ZOO_Aggregated.tsv	uvp5_sn204_mosaic_primary_filtered
ps122_4_45_98	sn204_mosaic_primary	ps122_4_45_98	andreas rogge(andreas.rogge@awi.de)	HDR20200704083431	uvp5	ps122_4/confl/raw/ps122_4_45_98.hex	2020-07-04 08:34:31	81.70627	6.85712	0.0049	1.075	0.094	export_detailed_20211011_08_50_PAR_ps122_4_45_98.tsv	export_detailed_20211011_08_50_ZOO_Aggregated.tsv	uvp5_sn204_mosaic_primary_filtered
ps122_4_46_35	sn204_mosaic_primary	ps122_4_46_35	andreas rogge(andreas.rogge@awi.de)	HDR20200708063942	uvp5	ps122_4/confl/raw/ps122_4_46_35.hex	2020-07-08 06:39:42	81.62267	3.51707	0.0049	1.075	0.094	export_detailed_20211011_08_50_PAR_ps122_4_46_35.tsv	export_detailed_20211011_08_50_ZOO_Aggregated.tsv	uvp5_sn204_mosaic_primary_filtered
ps122_4_46_56	sn204_mosaic_primary	ps122_4_46_56	andreas rogge(andreas.rogge@awi.de)	HDR20200709063533	uvp5	ps122_4/confl/raw/ps122_4_46_56.hex	2020-07-09 06:35:33	81.56	2.60537	0.0049	1.075	0.094	export_detailed_20211011_08_50_PAR_ps122_4_46_56.tsv	export_detailed_20211011_08_50_ZOO_Aggregated.tsv	uvp5_sn204_mosaic_primary_filtered
ps122_4_46_60	sn204_mosaic_primary	ps122_4_46_60	andreas rogge(andreas.rogge@awi.de)	HDR20200709080708	uvp5	ps122_4/confl/raw/ps122_4_46_60.hex	2020-07-09 08:07:08	81.55747	2.60573	0.0049	1.075	0.094	export_detailed_20211011_08_50_PAR_ps122_4_46_60.tsv	export_detailed_20211011_08_50_ZOO_Aggregated.tsv	uvp5_sn204_mosaic_primary_filtered
ps122_4_46_83	sn204_mosaic_primary	ps122_4_46_83	andreas rogge(andreas.rogge@awi.de)	HDR20200710131827	uvp5	ps122_4/confl/raw/ps122_4_46_83.hex	2020-07-10 13:18:27	81.5023	2.34852	0.0049	1.075	0.094	export_detailed_20211011_08_50_PAR_ps122_4_46_83.tsv	export_detailed_20211011_08_50_ZOO_Aggregated.tsv	uvp5_sn204_mosaic_primary_filtered
ps122_4_46_87	sn204_mosaic_primary	ps122_4_46_87	andreas rogge(andreas.rogge@awi.de)	HDR20200710203651	uvp5	ps122_4/confl/raw/ps122_4_46_87.hex	2020-07-10 20:36:51	81.48117	2.12005	0.0049	1.075	0.094	export_detailed_20211011_08_50_PAR_ps122_4_46_87.tsv	export_detailed_20211011_08_50_ZOO_Aggregated.tsv	uvp5_sn204_mosaic_primary_filtered
ps122_4_46_91	sn204_mosaic_primary	ps122_4_46_91	andreas rogge(andreas.rogge@awi.de)	HDR20200711063532	uvp5	ps122_4/confl/raw/ps122_4_46_91.hex	2020-07-11 06:35:32	81.46195	1.7689	0.0049	1.075	0.094	export_detailed_20211011_08_50_PAR_ps122_4_46_91.tsv	export_detailed_20211011_08_50_ZOO_Aggregated.tsv	uvp5_sn204_mosaic_primary_filtered
ps122_4_47_108	sn204_mosaic_primary	ps122_4_47_108	andreas rogge(andreas.rogge@awi.de)	HDR20200719072359	uvp5	ps122_4/confl/raw/ps122_4_47_108.hex	2020-07-19 07:23:59	80.9177	-0.01867	0.0049	1.075	0.094	export_detailed_20211011_08_50_PAR_ps122_4_47_108.tsv	export_detailed_20211011_08_50_ZOO_Aggregated.tsv	uvp5_sn204_mosaic_primary_filtered
ps122_4_47_52	sn204_mosaic_primary	ps122_4_47_52	andreas rogge(andreas.rogge@awi.de)	HDR20200716074249	uvp5	ps122_4/confl/raw/ps122_4_47_52.hex	2020-07-16 07:42:49	81.24255	0.31107	0.0049	1.075	0.094	export_detailed_20211011_08_50_PAR_ps122_4_47_52.tsv	export_detailed_20211011_08_50_ZOO_Aggregated.tsv	uvp5_sn204_mosaic_primary_filtered
ps122_4_47_60	sn204_mosaic_primary	ps122_4_47_60	andreas rogge(andreas.rogge@awi.de)	HDR20200716094208	uvp5	ps122_4/confl/raw/ps122_4_47_60.hex	2020-07-16 09:42:08	81.23458	0.30562	0.0049	1.075	0.094	export_detailed_20211011_08_50_PAR_ps122_4_47_60.tsv	export_detailed_20211011_08_50_ZOO_Aggregated.tsv	uvp5_sn204_mosaic_primary_filtered
ps122_4_48_121	sn204_mosaic_primary	ps122_4_48_121	andreas rogge(andreas.rogge@awi.de)	HDR20200725063900	uvp5	ps122_4/confl/raw/ps122_4_48_121.hex	2020-07-25 06:39:00	79.99997	-0.6392	0.0049	1.075	0.094	export_detailed_20211011_08_50_PAR_ps122_4_48_121.tsv	export_detailed_20211011_08_50_ZOO_Aggregated.tsv	uvp5_sn204_mosaic_primary_filtered
ps122_4_48_15	sn204_mosaic_primary	ps122_4_48_15	andreas rogge(andreas.rogge@awi.de)	HDR20200721063240	uvp5	ps122_4/confl/raw/ps122_4_48_15.hex	2020-07-21 06:32:40	80.64273	-0.52793	0.0049	1.075	0.094	export_detailed_20211011_08_50_PAR_ps122_4_48_15.tsv	export_detailed_20211011_08_50_ZOO_Aggregated.tsv	uvp5_sn204_mosaic_primary_filtered
ps122_4_48_155	sn204_mosaic_primary	ps122_4_48_155	andreas rogge(andreas.rogge@awi.de)	HDR20200726074340	uvp5	ps122_4/confl/raw/ps122_4_48_155.hex	2020-07-26 07:43:40	79.83035	-1.6674	0.0049	1.075	0.094	export_detailed_20211011_08_50_PAR_ps122_4_48_155.tsv	export_detailed_20211011_08_50_ZOO_Aggregated.tsv	uvp5_sn204_mosaic_primary_filtered
ps122_4_48_29	sn204_mosaic_primary	ps122_4_48_29	andreas rogge(andreas.rogge@awi.de)	HDR20200721103648	uvp5	ps122_4/confl/raw/ps122_4_48_29.hex	2020-07-21 10:36:48	80.61628	-0.54582	0.0049	1.075	0.094	export_detailed_20211011_08_50_PAR_ps122_4_48_29.tsv	export_detailed_20211011_08_50_ZOO_Aggregated.tsv	uvp5_sn204_mosaic_primary_filtered
ps122_4_48_56	sn204_mosaic_primary	ps122_4_48_56	andreas rogge(andreas.rogge@awi.de)	HDR20200722132506	uvp5	ps122_4/confl/raw/ps122_4_48_56.hex	2020-07-22 13:25:06	80.47237	-0.56952	0.0049	1.075	0.094	export_detailed_20211011_08_50_PAR_ps122_4_48_56.tsv	export_detailed_20211011_08_50_ZOO_Aggregated.tsv	uvp5_sn204_mosaic_primary_filtered
ps122_4_48_60	sn204_mosaic_primary	ps122_4_48_60	andreas rogge(andreas.rogge@awi.de)	HDR20200723070302	uvp5	ps122_4/confl/raw/ps122_4_48_60.hex	2020-07-23 07:03:02	80.38912	-0.55392	0.0049	1.075	0.094	export_detailed_20211011_08_50_PAR_ps122_4_48_60.tsv	export_detailed_20211011_08_50_ZOO_Aggregated.tsv	uvp5_sn204_mosaic_primary_filtered
ps122_4_48_62	sn204_mosaic_primary	ps122_4_48_62	andreas rogge(andreas.rogge@awi.de)	HDR20200723085542	uvp5	ps122_4/confl/raw/ps122_4_48_62.hex	2020-07-23 08:55:42	80.37445	-0.55283	0.0049	1.075	0.094	export_detailed_20211011_08_50_PAR_ps122_4_48_62.tsv	export_detailed_20211011_08_50_ZOO_Aggregated.tsv	uvp5_sn204_mosaic_primary_filtered
ps122_4_48_96	sn204_mosaic_primary	ps122_4_48_96	andreas rogge(andreas.rogge@awi.de)	HDR20200724063839	uvp5	ps122_4/confl/raw/ps122_4_48_96.hex	2020-07-24 06:38:39	80.25313	-0.64342	0.0049	1.075	0.094	export_detailed_20211011_08_50_PAR_ps122_4_48_96.tsv	export_detailed_20211011_08_50_ZOO_Aggregated.tsv	uvp5_sn204_mosaic_primary_filtered
ps122_4_49_25	sn204_mosaic_primary	ps122_4_49_25	andreas rogge(andreas.rogge@awi.de)	HDR20200729063748	uvp5	ps122_4/confl/raw/ps122_4_49_25.hex	2020-07-29 06:37:48	79.20585	-2.6607	0.0049	1.075	0.094	export_detailed_20211011_08_50_PAR_ps122_4_49_25.tsv	export_detailed_20211011_08_50_ZOO_Aggregated.tsv	uvp5_sn204_mosaic_primary_filtered
ps122_4_49_36	sn204_mosaic_primary	ps122_4_49_36	andreas rogge(andreas.rogge@awi.de)	HDR20200730063640	uvp5	ps122_4/confl/raw/ps122_4_49_36.hex	2020-07-30 06:36:40	79.11632	-2.54002	0.0049	1.075	0.094	export_detailed_20211011_08_50_PAR_ps122_4_49_36.tsv	export_detailed_20211011_08_50_ZOO_Aggregated.tsv	uvp5_sn204_mosaic_primary_filtered
ps122_4_50_21	sn204_mosaic_primary	ps122_4_50_21	andreas rogge(andreas.rogge@awi.de)	HDR20200805111300	uvp5	xx	2020-08-05 11:13:00	78.5871	-1.61182	0.0049	1.075	0.094	export_detailed_20211011_08_50_PAR_ps122_4_50_21.tsv	export_detailed_20211011_08_50_ZOO_Aggregated.tsv	uvp5_sn204_mosaic_primary_filtered
ps122_4_50_52	sn204_mosaic_primary	ps122_4_50_52	andreas rogge(andreas.rogge@awi.de)	HDR20200808112616	uvp5	xx	2020-08-08 11:26:16	79.894	-3.77113	0.0049	1.075	0.094	export_detailed_20211011_08_50_PAR_ps122_4_50_52.tsv	export_detailed_20211011_08_50_ZOO_Aggregated.tsv	uvp5_sn204_mosaic_primary_filtered
ps122_5_59_62	sn204_mosaic_primary	ps122_4_59_62	andreas rogge(andreas.rogge@awi.de)	HDR20200817142526	uvp5	xx	2020-08-17 14:25:26	88.29912	-34.64995	0.0049	1.075	0.094	export_detailed_20211011_08_50_PAR_ps122_5_59_62.tsv	export_detailed_20211011_08_50_ZOO_Aggregated.tsv	uvp5_sn204_mosaic_primary_filtered
ps122_5_59_72	sn204_mosaic_primary	ps122_4_59_72	andreas rogge(andreas.rogge@awi.de)	HDR20200818062715	uvp5	xx	2020-08-18 06:27:15	88.93762	-35.68865	0.0049	1.075	0.094	export_detailed_20211011_08_50_PAR_ps122_5_59_72.tsv	export_detailed_20211011_08_50_ZOO_Aggregated.tsv	uvp5_sn204_mosaic_primary_filtered
