/* DATA DESCRIPTION:
Citation:	Schmithüsen, Holger; Schröter, Steffen; Wenzel, Julia (2021): Meteorological observations during POLARSTERN cruise PS122/2. Alfred Wegener Institute, Helmholtz Centre for Polar and Marine Research, Bremerhaven, PANGAEA, https://doi.org/10.1594/PANGAEA.935264
Abstract:	The meteorological observatory Polarstern issues synoptical reports every 3 hours during times of ship operation. The reports are distritubed via global networks of the World Meteorological Organisation. When designated weather observers are onboard manual observations are included in the reports. For times that are not covered by an observer automatic reports are issued. All observations are made in compliance with standards of the World Meteorological Organisation and those of the German Weather Service (DWD). This dataset compiles all synoptical reports issued during Polarstern cruise PS122/2.
Project(s):	Meteorological Long-Term Observations @ AWI (AWI_Meteo) (URI: http://www.awi.de/en/science/long-term-observations.html)
	Multidisciplinary drifting Observatory for the Study of Arctic Climate (MOSAiC) (URI: https://www.mosaic-expedition.org/)
Funding:	Alfred Wegener Institute, Helmholtz Centre for Polar and Marine Research, Bremerhaven (AWI) (URI: http://www.awi.de), grant/award no. AFMOSAiC-1_00: Multidisciplinary drifting Observatory for the Study of Arctic Climate
	Alfred Wegener Institute, Helmholtz Centre for Polar and Marine Research, Bremerhaven (AWI) (URI: http://www.awi.de), grant/award no. AWI_PS122_00: Multidisciplinary drifting Observatory for the Study of Arctic Climate / MOSAiC
Coverage:	MEDIAN LATITUDE: 87.332762 * MEDIAN LONGITUDE: 100.342196 * SOUTH-BOUND LATITUDE: 86.600000 * WEST-BOUND LONGITUDE: 55.600000 * NORTH-BOUND LATITUDE: 88.600000 * EAST-BOUND LONGITUDE: 119.100000
	DATE/TIME START: 2019-12-13T12:00:00 * DATE/TIME END: 2020-02-24T09:00:00
	MINIMUM ALTITUDE: 25 m * MAXIMUM ALTITUDE: 25 m
Event(s):	PS122/2-track * LATITUDE START: 86.593183 * LONGITUDE START: 119.242046 * LATITUDE END: 88.591065 * LONGITUDE END: 55.585682 * DATE/TIME START: 2019-12-13T09:04:00 * DATE/TIME END: 2020-02-24T08:59:59 * LOCATION: Arctic Ocean * CAMPAIGN: PS122/2 (MOSAiC20192020) * BASIS: Polarstern (URI: https://doi.org/10.17815/jlsrf-3-163) * METHOD/DEVICE: Underway cruise track measurements (CT)
Parameter(s):	DATE/TIME (Date/Time) * GEOCODE * PI: Schmithüsen, Holger (https://orcid.org/0000-0001-5776-6777, holger.schmithuesen@awi.de, https://www.awi.de/nc/ueber-uns/organisation/mitarbeiter/holger-schmithuesen.html)
	LATITUDE (Latitude) * GEOCODE * PI: Schmithüsen, Holger (https://orcid.org/0000-0001-5776-6777, holger.schmithuesen@awi.de, https://www.awi.de/nc/ueber-uns/organisation/mitarbeiter/holger-schmithuesen.html)
	LONGITUDE (Longitude) * GEOCODE * PI: Schmithüsen, Holger (https://orcid.org/0000-0001-5776-6777, holger.schmithuesen@awi.de, https://www.awi.de/nc/ueber-uns/organisation/mitarbeiter/holger-schmithuesen.html)
	ALTITUDE [m] (Altitude) * GEOCODE * PI: Schmithüsen, Holger (https://orcid.org/0000-0001-5776-6777, holger.schmithuesen@awi.de, https://www.awi.de/nc/ueber-uns/organisation/mitarbeiter/holger-schmithuesen.html)
	Wind direction [deg] (dd) * PI: Schmithüsen, Holger (https://orcid.org/0000-0001-5776-6777, holger.schmithuesen@awi.de, https://www.awi.de/nc/ueber-uns/organisation/mitarbeiter/holger-schmithuesen.html) * METHOD/DEVICE: Anemometer
	Wind speed [m/s] (ff) * PI: Schmithüsen, Holger (https://orcid.org/0000-0001-5776-6777, holger.schmithuesen@awi.de, https://www.awi.de/nc/ueber-uns/organisation/mitarbeiter/holger-schmithuesen.html) * METHOD/DEVICE: Anemometer
	Temperature, air [°C] (TTT) * PI: Schmithüsen, Holger (https://orcid.org/0000-0001-5776-6777, holger.schmithuesen@awi.de, https://www.awi.de/nc/ueber-uns/organisation/mitarbeiter/holger-schmithuesen.html) * METHOD/DEVICE: Thermometer
	Dew/frost point [°C] (TdTdTd) * PI: Schmithüsen, Holger (https://orcid.org/0000-0001-5776-6777, holger.schmithuesen@awi.de, https://www.awi.de/nc/ueber-uns/organisation/mitarbeiter/holger-schmithuesen.html) * METHOD/DEVICE: Hygrometer (HYGRO)
	Pressure, atmospheric [hPa] (PPPP) * PI: Schmithüsen, Holger (https://orcid.org/0000-0001-5776-6777, holger.schmithuesen@awi.de, https://www.awi.de/nc/ueber-uns/organisation/mitarbeiter/holger-schmithuesen.html) * METHOD/DEVICE: Barometer (BARO)
	Characteristic of barometric tendency [code] (a) * PI: Schmithüsen, Holger (https://orcid.org/0000-0001-5776-6777, holger.schmithuesen@awi.de, https://www.awi.de/nc/ueber-uns/organisation/mitarbeiter/holger-schmithuesen.html) * METHOD/DEVICE: Barometer (BARO)
	Amount of barometric tendency [hPa] (ppp) * PI: Schmithüsen, Holger (https://orcid.org/0000-0001-5776-6777, holger.schmithuesen@awi.de, https://www.awi.de/nc/ueber-uns/organisation/mitarbeiter/holger-schmithuesen.html) * METHOD/DEVICE: Barometer (BARO)
	Mean ships course [code] (Ds) * PI: Schmithüsen, Holger (https://orcid.org/0000-0001-5776-6777, holger.schmithuesen@awi.de, https://www.awi.de/nc/ueber-uns/organisation/mitarbeiter/holger-schmithuesen.html)
	Mean ships speed [code] (Vs) * PI: Schmithüsen, Holger (https://orcid.org/0000-0001-5776-6777, holger.schmithuesen@awi.de, https://www.awi.de/nc/ueber-uns/organisation/mitarbeiter/holger-schmithuesen.html)
	Temperature, water [°C] (Temp) * PI: Schmithüsen, Holger (https://orcid.org/0000-0001-5776-6777, holger.schmithuesen@awi.de, https://www.awi.de/nc/ueber-uns/organisation/mitarbeiter/holger-schmithuesen.html) * METHOD/DEVICE: Thermometer
License:	Creative Commons Attribution 4.0 International (CC-BY-4.0)
Status:	Curation Level: Enhanced curation (URI: https://wiki.pangaea.de/wiki/Curation_levels)
Size:	5822 data points
*/
Date/Time	Latitude	Longitude	Altitude [m]	dd [deg]	ff [m/s]	TTT [°C]	TdTdTd [°C]	PPPP [hPa]	a [code]	ppp [hPa]	Ds [code]	Vs [code]	Temp [°C]
2019-12-31T09:00	86.6	117.9	25	210	5	-33.1	-36.1	1000.4	1	0.5	1	0	-1.7
2019-12-31T12:00	86.6	117.9	25	150	6	-33.2	-36.4	999.7	8	0.7	8	0	-1.7
2019-12-31T15:00	86.6	117.9	25	140	7	-32.9	-35.9	999.3	6	0.4	8	0	-1.7
2019-12-31T18:00	86.6	118.0	25	150	8	-32.0	-35.2	998.7	8	0.6	1	0	-1.7
2019-12-31T21:00	86.6	118.1	25	160	7	-30.0	-33.2	999.0	3	0.3	8	0	-1.7
2020-01-01T00:00	86.6	118.1	25	140	8	-30.4	-33.3	999.4	1	0.4	8	0	-1.7
2020-01-01T03:00	86.7	118.1	25	140	8	-30.8	-33.7	999.9	1	0.5	8	0	-1.7
2020-01-01T06:00	86.7	118.1	25	140	9	-30.5	-33.8	1000.4	3	0.5	8	0	-1.7
2020-01-01T09:00	86.7	118.0	25	120	9	-30.7	-34.2	1001.0	3	0.6	8	0	-1.7
2020-01-01T12:00	86.7	117.9	25	120	9	-30.8	-33.8	1001.5	0	0.5	8	0	-1.7
2020-01-01T15:00	86.7	117.8	25	120	9	-31.5	-34.6	1001.9	3	0.4	8	0	-1.7
2020-01-01T18:00	86.7	117.7	25	120	10	-30.7	-34.1	1001.7	7	0.2	7	0	-1.7
2020-01-01T21:00	86.7	117.5	25	110	9	-30.7	-33.7	1002.2	1	0.5	7	0	-1.7
2020-01-02T00:00	86.8	117.3	25	110	9	-28.7	-32.1	1002.3	1	0.1	7	0	-1.7
2020-01-02T03:00	86.8	117.1	25	110	10	-28.1	-30.9	1002.3	5	0.0	7	0	-1.7
2020-01-02T06:00	86.8	117.0	25	120	10	-28.0	-31.2	1002.3	5	0.0	7	0	-1.6
2020-01-02T09:00	86.8	116.8	25	120	10	-27.3	-30.0	1002.6	3	0.3	7	0	-1.7
2020-01-02T12:00	86.8	116.6	25	120	10	-26.4	-29.6	1002.5	7	0.1	7	0	-1.7
2020-01-02T15:00	86.8	116.4	25	120	10	-25.1	-27.8	1002.2	8	0.3	7	0	-1.7
2020-01-02T18:00	86.9	116.2	25	110	10	-23.9	-26.4	1001.7	6	0.5	7	0	-1.7
2020-01-02T21:00	86.9	116.0	25	120	10	-23.3	-25.8	1002.1	2	0.4	7	0	-1.7
2020-01-03T00:00	86.9	115.8	25	140	8	-23.2	-25.8	1002.3	1	0.2	7	0	-1.7
2020-01-03T03:00	86.9	115.7	25	160	7	-23.1	-26.0	1003.3	3	1.0	8	0	-1.7
2020-01-03T06:00	86.9	115.7	25	170	6	-26.2	-28.6	1004.3	2	1.0	8	0	-1.7
2020-01-03T09:00	86.9	115.7	25	170	7	-27.5	-30.5	1005.7	1	1.4	8	0	-1.7
2020-01-03T12:00	86.9	115.7	25	160	6	-27.8	-30.9	1005.7	5	0.0	8	0	-1.7
2020-01-03T15:00	86.9	115.7	25	150	7	-28.2	-31.1	1005.7	0	0.0	8	0	-1.7
2020-01-03T18:00	86.9	115.7	25	130	7	-27.4	-29.9	1005.0	8	0.7	8	0	-1.7
2020-01-03T21:00	86.9	115.6	25	130	8	-25.6	-28.5	1004.3	6	0.7	8	0	-1.7
2020-01-04T00:00	87.0	115.5	25	140	8	-26.0	-28.6	1002.9	8	1.4	8	0	-1.7
2020-01-04T03:00	87.0	115.5	25	150	9	-26.1	-29.1	1001.6	6	1.3	8	0	-1.7
2020-01-04T06:00	87.0	115.5	25	160	8	-25.5	-28.3	1001.1	8	0.5	8	0	-1.7
2020-01-04T09:00	87.0	115.4	25	160	8	-25.6	-28.6	1001.4	1	0.3	8	0	-1.7
2020-01-04T12:00	87.0	115.4	25	170	8	-25.3	-27.9	1001.4	0	0.0	8	0	-1.7
2020-01-04T15:00	87.0	115.4	25	160	8	-26.2	-29.2	1001.9	1	0.5	8	0	-1.7
2020-01-04T18:00	87.0	115.4	25	170	7	-26.9	-29.8	1002.3	0	0.4	8	0	-1.7
2020-01-04T21:00	87.0	115.4	25	170	7	-26.8	-29.3	1003.0	3	0.7	8	0	-1.7
2020-01-05T00:00	87.0	115.3	25	160	6	-27.3	-30.1	1002.9	8	0.1	8	0	-1.7
2020-01-05T03:00	87.1	115.3	25	150	7	-28.7	-31.3	1002.6	7	0.3	8	0	-1.7
2020-01-05T06:00	87.1	115.3	25	190	5	-28.0	-31.1	1002.6	0	0.0	8	0	-1.7
2020-01-05T09:00	87.1	115.3	25	170	4	-28.3	-31.0	1002.9	2	0.3	8	0	-1.7
2020-01-05T12:00	87.1	115.3	25	200	6	-28.3	-31.2	1003.2	1	0.3	8	0	-1.7
2020-01-05T15:00	87.1	115.3	25	210	5	-28.8	-31.7	1003.9	2	0.7	8	0	-1.6
2020-01-05T18:00	87.1	115.3	25	190	3	-29.9	-32.6	1004.3	1	0.4	8	0	-1.6
2020-01-05T21:00	87.1	115.4	25	190	3	-28.7	-31.8	1005.3	3	1.0	8	0	-1.7
2020-01-06T00:00	87.1	115.3	25	210	3	-27.7	-30.4	1005.6	0	0.3	8	0	-1.7
2020-01-06T03:00	87.1	115.3	25	190	2	-27.4	-30.1	1006.1	1	0.5	7	0	-1.7
2020-01-06T06:00	87.1	115.3	25	190	3	-27.5	-30.4	1006.5	3	0.4	8	0	-1.7
2020-01-06T09:00	87.1	115.2	25	190	3	-27.8	-30.8	1006.8	3	0.3	7	0	-1.7
2020-01-06T12:00	87.1	115.2	25	190	3	-27.4	-30.2	1007.4	1	0.6	7	0	-1.7
2020-01-06T15:00	87.1	115.1	25	210	4	-27.1	-30.0	1007.8	0	0.4	7	0	-1.7
2020-01-06T18:00	87.1	115.1	25	210	5	-27.9	-30.7	1008.3	1	0.5	7	0	-1.7
2020-01-06T21:00	87.1	115.0	25	210	6	-28.2	-31.5	1009.1	1	0.8	6	0	-1.7
2020-01-07T00:00	87.1	115.0	25	210	6	-28.8	-31.6	1010.0	1	0.9	7	0	-1.6
2020-01-07T03:00	87.1	114.9	25	210	5	-29.2	-32.1	1010.9	3	0.9	7	0	-1.6
2020-01-07T06:00	87.1	114.9	25	230	5	-27.9	-30.7	1011.0	3	0.1	8	0	-1.6
2020-01-07T09:00	87.1	114.9	25	240	7	-29.1	-32.4	1012.1	3	1.1	8	0	-1.7
2020-01-07T12:00	87.1	115.0	25	250	6	-29.1	-32.1	1012.7	1	0.6	3	0	-1.7
2020-01-07T15:00	87.1	115.0	25	240	6	-28.1	-30.9	1013.4	3	0.7	3	0	-1.6
2020-01-07T18:00	87.1	115.1	25	250	7	-28.1	-30.9	1014.0	3	0.6	3	0	-1.6
2020-01-07T21:00	87.1	115.1	25	240	5	-25.4	-28.3	1015.2	3	1.2	3	0	-1.7
2020-01-08T00:00	87.1	115.2	25	240	5	-23.4	-26.1	1016.4	1	1.2	3	0	-1.6
2020-01-08T03:00	87.1	115.2	25	230	4	-23.0	-25.4	1017.3	3	0.9	3	0	-1.7
2020-01-08T06:00	87.1	115.2	25	240	5	-24.7	-27.4	1018.4	1	1.1	3	0	-1.5
2020-01-08T09:00	87.1	115.2	25	230	5	-25.3	-28.3	1019.7	3	1.3	6	0	-1.5
2020-01-08T12:00	87.1	115.2	25	250	3	-23.8	-26.7	1020.9	1	1.2	7	0	-1.6
2020-01-08T15:00	87.1	115.1	25	200	3	-24.9	-27.4	1021.7	1	0.8	7	0	-1.6
2020-01-08T18:00	87.1	115.1	25	150	3	-24.7	-27.3	1022.1	0	0.4	7	0	-1.6
2020-01-08T21:00	87.1	115.0	25	130	5	-26.4	-29.2	1023.0	2	0.9	7	0	-1.5
2020-01-09T00:00	87.1	114.9	25	100	5	-24.4	-27.0	1023.5	0	0.5	7	0	-1.6
2020-01-09T03:00	87.1	114.7	25	80	6	-27.1	-29.9	1023.8	3	0.3	7	0	-1.6
2020-01-09T06:00	87.1	114.6	25	80	6	-27.8	-30.1	1023.6	8	0.2	7	0	-1.6
2020-01-09T09:00	87.1	114.4	25	80	6	-27.2	-29.4	1023.8	3	0.2	7	0	-1.6
2020-01-09T12:00	87.1	114.2	25	90	7	-28.5	-31.3	1023.8	0	0.0	7	0	-1.6
2020-01-09T15:00	87.1	114.1	25	90	7	-28.0	-30.3	1023.5	8	0.3	7	0	-1.6
2020-01-09T18:00	87.2	113.9	25	80	7	-28.1	-30.4	1022.9	8	0.6	7	0	-1.6
2020-01-09T21:00	87.2	113.7	25	50	5	-27.9	-30.6	1022.7	8	0.2	7	0	-1.6
2020-01-10T00:00	87.2	113.6	25	60	7	-29.6	-32.1	1021.5	8	1.2	6	0	-1.7
2020-01-10T03:00	87.2	113.4	25	60	8	-28.2	-31.0	1019.6	6	1.9	6	0	-1.7
2020-01-10T06:00	87.2	113.1	25	60	9	-28.8	-31.5	1018.0	6	1.6	6	0	-1.7
2020-01-10T09:00	87.2	112.9	25	80	7	-29.6	-32.3	1017.3	6	0.7	7	0	-1.7
2020-01-10T12:00	87.2	112.7	25	80	7	-28.4	-31.3	1017.1	7	0.2	7	0	-1.7
2020-01-10T15:00	87.2	112.5	25	80	7	-30.9	-34.1	1016.1	7	1.0	7	0	-1.7
2020-01-10T18:00	87.2	112.3	25	80	7	-32.4	-35.7	1015.2	8	0.9	7	0	-1.7
2020-01-10T21:00	87.2	112.1	25	80	7	-33.2	-36.1	1014.7	7	0.5	7	0	-1.6
2020-01-11T00:00	87.2	111.9	25	70	8	-33.2	-36.7	1013.9	6	0.8	7	0	-1.6
2020-01-11T03:00	87.2	111.7	25	80	8	-33.0	-35.9	1013.4	8	0.5	7	0	-1.7
2020-01-11T06:00	87.2	111.5	25	90	8	-32.9	-36.4	1012.7	6	0.7	7	0	-1.6
2020-01-11T09:00	87.2	111.2	25	90	8	-31.8	-34.8	1012.5	6	0.2	7	0	-1.7
2020-01-11T12:00	87.2	111.1	25	90	8	-30.4	-33.3	1012.5	0	0.0	7	0	-1.7
2020-01-11T15:00	87.2	110.9	25	100	9	-30.5	-33.3	1012.1	8	0.4	7	0	-1.6
2020-01-11T18:00	87.2	110.7	25	110	8	-30.9	-33.8	1011.8	6	0.3	7	0	-1.7
2020-01-11T21:00	87.2	110.5	25	100	8	-31.5	-34.7	1011.8	4	0.0	7	0	-1.7
2020-01-12T00:00	87.3	110.3	25	90	8	-30.9	-34.2	1011.1	7	0.7	7	0	-1.7
2020-01-12T03:00	87.3	110.1	25	90	9	-30.9	-33.9	1010.0	6	1.1	7	0	-1.6
2020-01-12T06:00	87.3	109.8	25	90	9	-30.8	-33.6	1008.7	6	1.3	6	0	-1.7
2020-01-12T09:00	87.3	109.6	25	90	9	-30.2	-33.5	1008.2	8	0.5	7	0	-1.7
2020-01-12T12:00	87.3	109.4	25	80	8	-30.6	-33.4	1007.4	7	0.8	7	0	-1.7
2020-01-12T15:00	87.3	109.2	25	70	9	-31.9	-35.0	1006.2	8	1.2	7	0	-1.6
2020-01-12T18:00	87.3	108.9	25	80	9	-29.6	-32.5	1004.6	8	1.6	6	0	-1.6
2020-01-12T21:00	87.3	108.7	25	70	10	-31.0	-34.2	1003.4	6	1.2	6	0	-1.7
2020-01-13T00:00	87.3	108.4	25	80	11	-29.8	-32.5	1001.9	8	1.5	7	0	-1.7
2020-01-13T03:00	87.3	108.1	25	80	11	-29.3	-32.0	1000.8	8	1.1	7	0	-1.7
2020-01-13T06:00	87.3	107.7	25	80	12	-28.3	-31.1	999.8	6	1.0	7	0	-1.7
2020-01-13T09:00	87.3	107.4	25	80	12	-27.3	-30.4	999.1	8	0.7	7	0	-1.7
2020-01-13T12:00	87.3	107.0	25	80	10	-27.8	-30.6	998.4	8	0.7	7	0	-1.7
2020-01-13T15:00	87.3	106.7	25	100	10	-26.1	-29.0	997.8	8	0.6	7	0	-1.7
2020-01-13T18:00	87.4	106.5	25	100	9	-23.4	-26.3	997.3	6	0.5	7	0	-1.7
2020-01-13T21:00	87.4	106.2	25	100	10	-23.9	-26.7	996.9	7	0.4	7	0	-1.7
2020-01-14T00:00	87.4	105.9	25	100	10	-23.5	-25.8	996.7	8	0.2	7	0	-1.7
2020-01-14T03:00	87.4	105.6	25	110	9	-23.7	-26.5	997.5	2	0.8	7	0	-1.7
2020-01-14T06:00	87.4	105.4	25	110	9	-23.3	-25.8	997.5	5	0.0	7	0	-1.7
2020-01-14T09:00	87.4	105.2	25	100	8	-23.7	-26.7	997.8	2	0.3	7	0	-1.7
2020-01-14T12:00	87.4	105.0	25	100	7	-23.6	-26.2	998.3	1	0.5	7	0	-1.6
2020-01-14T15:00	87.4	104.8	25	100	8	-23.8	-26.8	998.1	8	0.2	7	0	-1.6
2020-01-14T18:00	87.4	104.6	25	100	8	-24.1	-27.2	998.1	0	0.0	7	0	-1.6
2020-01-14T21:00	87.4	104.4	25	100	8	-25.7	-28.6	998.7	3	0.6	7	0	-1.6
2020-01-15T00:00	87.4	104.2	25	100	7	-28.3	-31.2	998.9	0	0.2	7	0	-1.6
2020-01-15T03:00	87.4	104.0	25	90	8	-28.7	-31.8	999.0	0	0.1	7	0	-1.6
2020-01-15T06:00	87.5	103.8	25	80	10	-27.1	-29.8	998.2	8	0.8	7	0	-1.6
2020-01-15T09:00	87.5	103.5	25	90	10	-25.7	-28.5	997.8	7	0.4	7	0	-1.7
2020-01-15T12:00	87.5	103.2	25	100	10	-26.1	-28.6	998.3	1	0.5	7	0	-1.7
2020-01-15T15:00	87.5	103.0	25	110	10	-25.7	-28.6	998.6	3	0.3	7	0	-1.6
2020-01-15T18:00	87.5	102.8	25	120	9	-25.2	-28.1	999.2	1	0.6	7	0	-1.7
2020-01-15T21:00	87.5	102.7	25	130	10	-24.6	-27.0	1001.3	3	2.1	7	0	-1.7
2020-01-16T00:00	87.5	102.5	25	130	10	-24.5	-27.1	1003.1	1	1.8	7	0	-1.7
2020-01-16T03:00	87.5	102.3	25	110	10	-25.1	-28.0	1004.2	3	1.1	7	0	-1.7
2020-01-16T06:00	87.6	102.1	25	100	10	-24.3	-27.2	1004.3	3	0.1	7	0	-1.7
2020-01-16T09:00	87.6	101.8	25	90	11	-24.6	-27.4	1004.3	0	0.0	7	0	-1.7
2020-01-16T12:00	87.6	101.5	25	70	9	-24.9	-27.2	1003.0	8	1.3	6	0	-1.7
2020-01-16T15:00	87.6	101.2	25	60	8	-25.6	-28.0	1000.7	6	2.3	6	0	-1.7
2020-01-16T18:00	87.6	100.9	25	60	7	-25.5	-28.5	998.6	6	2.1	6	0	-1.7
2020-01-16T21:00	87.6	100.6	25	50	9	-23.8	-26.3	996.6	8	2.0	6	0	-1.7
2020-01-17T00:00	87.6	100.3	25	30	8	-23.5	-25.9	994.1	8	2.5	6	0	-1.7
2020-01-17T03:00	87.5	100.0	25	30	9	-21.9	-24.7	991.1	8	3.0	5	0	-1.7
2020-01-17T06:00	87.5	99.7	25	10	9	-23.4	-26.3	988.0	8	3.1	5	0	-1.7
2020-01-17T09:00	87.5	99.4	25	10	12	-23.5	-26.7	985.4	8	2.6	5	0	-1.7
2020-01-17T12:00	87.5	99.2	25	350	9	-24.2	-27.1	983.0	8	2.4	5	0	-1.7
2020-01-17T15:00	87.5	99.0	25	360	9	-23.7	-26.6	981.2	6	1.8	5	0	-1.7
2020-01-17T18:00	87.5	98.8	25	340	9	-23.6	-26.9	980.4	7	0.8	5	0	-1.7
2020-01-17T21:00	87.5	98.6	25	340	8	-23.0	-25.8	980.3	5	0.1	5	0	-1.7
2020-01-18T00:00	87.4	98.5	25	320	7	-23.6	-26.2	981.2	3	0.9	5	0	-1.7
2020-01-18T03:00	87.4	98.4	25	320	6	-23.2	-26.3	982.5	2	1.3	4	0	-1.7
2020-01-18T06:00	87.4	98.3	25	300	5	-23.5	-26.5	984.0	1	1.5	4	0	-1.7
2020-01-18T09:00	87.4	98.3	25	290	5	-23.1	-26.1	986.4	3	2.4	4	0	-1.6
2020-01-18T12:00	87.4	98.3	25	290	5	-23.6	-26.5	988.5	1	2.1	4	0	-1.7
2020-01-18T15:00	87.4	98.3	25	280	5	-25.2	-28.4	991.1	3	2.6	4	0	-1.6
2020-01-18T18:00	87.4	98.3	25	270	5	-27.0	-30.5	993.3	3	2.2	3	0	-1.7
2020-01-18T21:00	87.4	98.4	25	270	5	-29.7	-33.0	996.6	3	3.3	3	0	-1.6
2020-01-19T00:00	87.4	98.4	25	280	4	-31.4	-34.5	999.6	3	3.0	3	0	-1.7
2020-01-19T03:00	87.4	98.4	25	250	5	-32.3	-35.6	1002.5	1	2.9	1	0	-1.7
2020-01-19T06:00	87.4	98.4	25	240	4	-32.2	-34.8	1004.7	1	2.2	1	0	-1.6
2020-01-19T09:00	87.4	98.4	25	250	3	-32.3	-35.3	1007.0	3	2.3	8	0	-1.6
2020-01-19T12:00	87.4	98.4	25	240	1	-32.2	-35.3	1008.5	1	1.5	7	0	-1.6
2020-01-19T15:00	87.4	98.3	25	70	3	-31.9	-34.4	1009.8	3	1.3	7	0	-1.7
2020-01-19T18:00	87.4	98.2	25	80	4	-29.7	-32.2	1009.5	5	0.3	7	0	-1.6
2020-01-19T21:00	87.4	98.1	25	120	5	-28.1	-30.7	1009.8	3	0.3	7	0	-1.7
2020-01-20T00:00	87.4	97.9	25	120	5	-27.4	-30.5	1010.1	0	0.3	7	0	-1.7
2020-01-20T03:00	87.4	97.8	25	130	5	-27.0	-30.0	1009.8	8	0.3	7	0	-1.7
2020-01-20T06:00	87.4	97.6	25	130	7	-29.8	-33.1	1010.1	3	0.3	7	0	-1.7
2020-01-20T09:00	87.4	97.5	25	130	7	-30.0	-32.8	1010.9	3	0.8	7	0	-1.7
2020-01-20T12:00	87.5	97.4	25	140	7	-30.0	-30.0	1011.4	1	0.5	7	0	-1.7
2020-01-20T15:00	87.5	97.2	25	140	7	-30.0	-33.5	1012.1	1	0.7	7	0	-1.7
2020-01-20T18:00	87.5	97.1	25	130	8	-28.5	-31.3	1012.8	3	0.7	7	0	-1.7
2020-01-20T21:00	87.5	97.0	25	130	8	-30.0	-32.9	1014.1	3	1.3	7	0	-1.7
2020-01-21T00:00	87.5	96.8	25	120	8	-30.6	-33.7	1015.4	1	1.3	7	0	-1.7
2020-01-21T03:00	87.5	96.6	25	130	8	-27.9	-31.0	1016.1	1	0.7	7	0	-1.7
2020-01-21T06:00	87.5	96.5	25	120	8	-27.3	-30.5	1016.9	2	0.8	7	0	-1.7
2020-01-21T09:00	87.5	96.3	25	120	8	-28.0	-31.1	1018.7	3	1.8	6	0	-1.7
2020-01-21T12:00	87.5	96.1	25	110	7	-29.1	-29.9	1019.5	1	0.8	6	0	-1.6
2020-01-21T15:00	87.5	95.9	25	100	7	-29.5	-32.3	1020.0	1	0.5	6	0	-1.6
2020-01-21T18:00	87.5	95.7	25	90	7	-28.4	-31.1	1020.0	0	0.0	6	0	-1.6
2020-01-21T21:00	87.5	95.6	25	90	8	-27.2	-30.1	1020.8	2	0.8	6	0	-1.7
2020-01-22T00:00	87.5	95.4	25	90	7	-27.2	-30.1	1021.1	0	0.3	6	0	-1.6
2020-01-22T03:00	87.5	95.3	25	80	7	-26.9	-29.4	1021.1	0	0.0	5	0	-1.6
2020-01-22T06:00	87.5	95.1	25	80	6	-27.2	-30.1	1020.8	6	0.3	5	0	-1.6
2020-01-22T09:00	87.5	95.0	25	70	7	-26.3	-28.8	1021.4	1	0.6	6	0	-1.7
2020-01-22T12:00	87.5	94.9	25	70	6	-26.8	-29.4	1021.7	0	0.3	5	0	-1.7
2020-01-22T15:00	87.5	94.8	25	40	8	-27.4	-29.9	1021.4	8	0.3	5	0	-1.7
2020-01-22T18:00	87.5	94.7	25	20	5	-27.9	-30.7	1021.2	8	0.2	5	0	-1.7
2020-01-22T21:00	87.5	94.5	25	30	6	-26.6	-28.9	1022.0	3	0.8	5	0	-1.7
2020-01-23T00:00	87.5	94.4	25	20	7	-27.0	-29.1	1022.3	1	0.3	5	0	-1.7
2020-01-23T03:00	87.5	94.3	25	30	5	-26.5	-29.0	1022.1	8	0.2	5	0	-1.7
2020-01-23T06:00	87.4	94.2	25	30	7	-28.8	-32.3	1022.6	3	0.5	5	0	-1.7
2020-01-23T09:00	87.4	94.1	25	30	6	-28.1	-31.0	1023.5	3	0.9	5	0	-1.7
2020-01-23T12:00	87.4	93.9	25	30	8	-29.7	-29.7	1023.9	0	0.4	5	0	-1.7
2020-01-23T15:00	87.4	93.8	25	20	8	-27.7	-27.7	1024.1	1	0.2	5	0	-1.7
2020-01-23T18:00	87.4	93.7	25	30	7	-28.8	-32.0	1024.7	3	0.6	5	0	-1.6
2020-01-23T21:00	87.4	93.6	25	30	5	-29.4	-32.0	1025.3	1	0.6	5	0	-1.7
2020-01-24T00:00	87.4	93.4	25	40	4	-29.0	-31.6	1025.7	0	0.4	6	0	-1.6
2020-01-24T03:00	87.4	93.3	25	40	4	-29.3	-31.9	1025.5	7	0.2	6	0	-1.6
2020-01-24T06:00	87.4	93.2	25	30	5	-30.4	-33.4	1025.7	3	0.2	5	0	-1.7
2020-01-24T09:00	87.4	93.2	25	20	3	-30.7	-34.2	1025.9	3	0.2	5	0	-1.7
2020-01-24T12:00	87.4	93.1	25	10	4	-31.0	-34.2	1025.0	8	0.9	5	0	-1.7
2020-01-24T15:00	87.4	93.0	25	320	3	-30.9	-33.3	1023.7	6	1.3	5	0	-1.7
2020-01-24T18:00	87.4	93.0	25	320	3	-29.9	-32.2	1022.6	6	1.1	5	0	-1.7
2020-01-24T21:00	87.4	92.9	25	310	4	-28.0	-30.3	1021.4	6	1.2	5	0	-1.7
2020-01-25T00:00	87.4	92.9	25	320	4	-26.0	-28.6	1020.0	8	1.4	5	0	-1.7
2020-01-25T03:00	87.4	92.9	25	330	4	-24.5	-26.5	1018.8	6	1.2	5	0	-1.6
